cycle,name,loc_x,loc_y,heading,speed,drive_ov
0,normalcar65,1700,1100,90,0.0,False
5,normalcar65,1700.0,1164.3291617540172,90,12.865832350803407,True
10,normalcar65,1700.0,1232.880313264934,90,13.71023030218338,True
15,normalcar65,1700.0,1282.3874454153865,90,9.901426430090467,True
20,normalcar65,1751.4528103300843,1282.3874454153865,0,10.290562066016847,True
25,normalcar65,1813.2927987564392,1282.3874454153865,0,12.367997685271005,True
30,normalcar65,1857.5814606176023,1282.3874454153865,0,8.857732372232606,True
35,normalcar65,1900.5934729329315,1282.3874454153865,0,8.60240246306585,True
40,normalcar65,1900.5934729329315,1234.0494982763903,270,9.66758942779923,True
45,normalcar65,1900.5934729329315,1171.3981393536865,270,12.530271784540744,True
50,normalcar65,1900.5934729329315,1122.7935047194978,270,9.720926926837732,True
55,normalcar65,1900.5934729329315,1082.2408443493996,270,8.110532074019643,True
60,normalcar65,1900.5934729329315,1022.1755540504338,270,12.01305805979316,True
65,normalcar65,1900.5934729329315,956.7194601878912,270,13.091218772508535,True
70,normalcar65,1839.2931412389166,956.7194601878912,180,12.260066338802975,True
75,normalcar65,1773.461254379738,956.7194601878912,180,13.166377371835754,True
80,normalcar65,1720.3553038866637,956.7194601878912,180,10.621190098614855,True
85,normalcar65,1679.0001872152995,956.7194601878912,180,8.271023334272813,True
90,normalcar65,1618.0624853895513,956.7194601878912,180,12.187540365149658,True
95,normalcar65,1559.2324780018173,956.7194601878912,180,11.766001477546778,True
100,normalcar65,1505.3925961952098,956.7194601878912,180,10.767976361321491,True
105,normalcar65,1457.897324532822,956.7194601878912,180,9.499054332477531,True
110,normalcar65,1413.4637838499737,956.7194601878912,180,8.886708136569666,True
115,normalcar65,1348.8153761418414,956.7194601878912,180,12.929681541626433,True
120,normalcar65,1298.3421801374363,956.7194601878912,180,10.094639200881023,True
125,normalcar65,1257.739904425219,956.7194601878912,180,8.12045514244345,True
130,normalcar65,1189.1384120747175,956.7194601878912,180,13.720298470100285,True
135,normalcar65,1189.1384120747175,1019.9878427870864,90,12.653676519839031,True
140,normalcar65,1189.1384120747175,1067.2513532493185,90,9.45270209244643,True
145,normalcar65,1236.655789169733,1067.2513532493185,0,9.503475419003077,True
150,normalcar65,1306.5091170040257,1067.2513532493185,0,13.970665566858553,True
155,normalcar65,1367.3458006503784,1067.2513532493185,0,12.167336729270515,True
160,normalcar65,1434.2390331016536,1067.2513532493185,0,13.37864649025504,True
165,normalcar65,1479.2284037842992,1067.2513532493185,0,8.997874136529123,True
170,normalcar65,1538.6856060767434,1067.2513532493185,0,11.891440458488832,True
175,normalcar65,1579.747679282752,1067.2513532493185,0,8.212414641201715,True
180,normalcar65,1649.6234924505684,1067.2513532493185,0,13.9751626335633,True
185,normalcar65,1711.8552386859303,1067.2513532493185,0,12.446349247072398,True
190,normalcar65,1765.2371422732763,1067.2513532493185,0,10.676380717469215,True
195,normalcar65,1833.2973871696324,1067.2513532493185,0,13.612048979271226,True
200,normalcar65,1884.4052133402768,1067.2513532493185,0,10.221565234128857,True
205,normalcar65,1939.4994036723729,1067.2513532493185,0,11.018838066419242,True
210,normalcar65,1987.7611940063275,1067.2513532493185,0,9.652358066790924,True
215,normalcar65,2037.3605845891132,1067.2513532493185,0,9.919878116557134,True
220,normalcar65,2083.9485139702515,1067.2513532493185,0,9.317585876227671,True
225,normalcar65,2139.5583544198194,1067.2513532493185,0,11.121968089913555,True
